Question	rel_label
where is Taido practiced	3200
Of what was Toad a member	139
For where Mara set out  	593
where did Wilder die	18
what is composed of three campuses	2212
who is also detailed in Deities and Demigods	2925
what is Racal now part of 	1667
How is FERC  	178
what  appeared in 1888	392
where  is home to the American Antiquarian Society	73
where  was The Commonwealth Heads of Government Meeting 1997 held 	200
what is controllable by herbicides	2684
What  are built by Toyota	1531
where is Mekoryuk	134
where is Rainbow City 	134
who lives in Wendell	51
what are orange with black dots	988
what does a man  troll for 	3201
how much of the population is of mixed race	159
Who then attacks Uncle Ruckus	2809
ho  currently lives in Owatonna	236
where was Sonny born 	1
when was C abandoned  	3171
what is A jiffy 	1830
when was Weather severe	3202
who brought change to Radcliffe	1636
what is Booze	1822
What was Fenton named	839
What is actually considering a complete ban	3203
what  are the colors traditionally associated with the Military Police Corps	3204
when did Halle fall  	2077
whom does Australian Prime Minister John Howard visits  	3205
Where did Longley then flee 	3181
Who casts Magic Missile	102
who was Walter	3206
where does Mayfield now live	1331
when were Personal ranks reintroduced 	751
in what do Palindromic sequences play an important role	1935
what were taken to Kew Gardens	364
where  was Bickerton born	1
When did Ingersoll die	424
what does Flickr have	3207
what was formed on July 1 , 1949	950
where was also the first home of the International Olympic Committee	3208
What is Ralston	60
What was conquered in 254	3209
Who died in Vancouver	18
what is home to Kmart	73
Who  boasts numerous restaurants	238
what was KalPa promoted to	1114
What is Haymarket Square  	1546
what was picked up by Adult Swim	3210
what is Heliocentric	23
who died on February 15 , 1972	424
What was originally named ATLATL	1450
what do Nearby communities include	205
where is Saks	1665
What is bordered by Warren County	3021
to whom was Farm sold 	118
by whom was Virata slain 	3211
What  is also directly linked to income	3212
What is a dependency of Guernsey	3213
what  has an orbital period of 91.74 minutes	3214
What  is the name of a 1920 film	259
to where is Union Township adjacent 	3215
what is accompanying text	3216
where was Dr. Chang  born in Ningbo	1
What held leads of 3-1 and 4-2	3217
who  is the patron saint of Oxford	449
where is Pineville	134
what was not a complicated affair	173
where was Clare born	1
When did Terry reappear 	3218
how  can bone changes  be seen	2986
What Oracle Corporation completed  	3219
what is the fourth studio album by Tindersticks	1521
To where does A bus service run	3220
What is currently made up of 13 cities	923
what does Benaras have 	1502
of what did Lincoln once write	1696
what logs for correspondence	3221
what is especially popular in Minas Gerais	941
what lies in the South Atlantic Ocean	2294
For what magazine was Marlette the cartoonist 	1077
who was Michael Gallagher	3222
What do Atoms contain mostly 	1997
where did Churchill fly to	2113
who  studied at Feldkirch	1087
what were found near Tikrit	3223
what was formed in Tampa	461
what does Eden offer 	3224
by whom is The Corporation wholly owned	3022
who died  in 1496	18
what is Gilbert	197
What was Kohima the administrative centre of Nagaland	1132
For what were Pilots trained  	3225
to what was Sutton Coldfield  introduced	345
To what are Named references subject  	1471
who has campaigned for rural communities	2886
What is quarter of Tampere	3226
What was established at Sena	1252
who was born on July 16 , 1927	166
what  offers courses in English	3227
by what is Cube being published	3228
what becomes the base of operations	3229
Where does Lewis currently reside	423
where were The Headquarters  	659
What is a given name of Greek origin	1167
Who was Falcon	620
Where did Martinez permanently move 	3230
What is a mountain located in Coos County	612
Where did L-9  operate	3115
who is Republican George W. Bush 	3231
What is Bratislava	3232
what did Bridget see for 	3233
what was Hadow showing 	616
what first appeared in Detective Comics # 437	50
what started in 1985	208
who escapes to Greece	3234
who was born in Missouri	1
for what has Hall written book reviews 	3235
Of what  is Nisswa part	9
What did 1955 see	3236
what  is a member of the National Trust of Australia	139
what is wholesaler of wine	3182
what was released on DVD.	228
what was opened on September 3 , 1888	1228
What was established there in 1890	2655
What was defined by the Open Software Foundation	1013
what consists of values	13
Where did Levy leave 	3237
who Takes Cases to Capitol Hill	1869
of what was Dalglish appointed manager	3072
who died on 4 February 1222	424
What has MTV3 currently  	3170
what was favored in the NBA Finals	3238
who was ruled ineligible for spaceflight	2677
Who are forced to flee to the Southern	1669
who is  a member of the International Academy of Astronautics	139
how much land  does Boljoon have	3239
What is the research arm of The Ottawa Hospital	1027
What does The United Kingdom also have  	3240
who is tried for high treason	289
when was The Christian Democratic Union created 	1025
who enrolled in Dallas Theological Seminary	3241
What does not occur in Thai	3132
what does Brooklawn serve	633
by whom is Ross voiced 	1158
what did Avadi have	871
who are for lists	1175
Who married the daughter of a local farmer	3242
Whom did Haemon try to kill  	2540
What is a last resort for a reason	3243
what did Chinese mathematicians use first  	2498
Who was Knechtel 	3244
who was demolished in 1747	295
what changed its name to Blizzard Entertainment	1792
on what does Fiji focus	177
What is the responsibility of a regulatory agency	1774
Who was captured in Mexico	3120
Where was Sarsfield born  	1
for what is RV 591 comprised 	2615
what is Ergocalciferol	1485
who was born in Argentina	1
to what did Tripoli agree 	277
what was a hundred in the English county of Berkshire	3245
to what did  Salem then cross over  	3246
What is exclusive to compilation	3247
who  has appeared on The Oprah Winfrey Show	765
what does not follow a thunderstorm	3248
when did Gibson die	18
in what was SOE also involved	3249
What is part of Cambridge Information Group	9
who died at Beckenham	510
who moved to new prison	33
when was Dick 's Sporting Goods added 	549
how was Pickford 	1306
of what are Images a part  	370
What was first organized in 1990	2468
Who was Jane Morris	1843
What is Mount Juliet  	1239
who was born in Cresco	1
What was known as Boiling Springs	825
How many workers laid off in Newport	1268
what do Subsequent missions include	205
where did Kandinsky spend his childhood  	3250
what  is in Warren County	659
what supported Doer	3251
who  is the eldest of three sisters	1022
what did Octave never threaten land	3252
What obliged in 1920	3253
Where did Nacht spend nine years 	747
What is Greet	3254
where is Tamworth situated	83
where are Five schools  	659
what is Endeverafter	975
who was born on April 13	166
What animals are built for stamina	3255
What is the medium of instruction	2933
What has another sort of credibility problem	450
What can vary in length	3256
what is the site of Delta Park	3257
By whom is The Arts District served  	1514
where is The River Calder	1349
Where is Dresden located	68
what are actually two different courses	1558
On what has Reid written extensively  	1350
What is commonly applied to phonology	3258
where has a population of 219126	871
who became an honorary citizen of Frth	1788
What  is the top league in Scotland	3259
where is Wayne	60
what does an outdoor cafe provide	3136
Who is the pastor of Sacred Heart	3260
where did Dyck die	18
Who/What was formerly known as Carrington	1131
what are heavily used in India	3261
Where is  La Llorona told	3069
what did John Moffatt star as 	3045
For what is 5.5mm scale used 	3262
what was formed in 1849	461
where was Deicide formed  	461
How may leg warmers vary	3256
As what does Tootles appear	3263
when was Villa born 	166
Where is Biddu	3264
over what did Clemson record victories 	2124
When did Events begin 	349
who  immediately departed for Exile Island	3265
who is The United Nations Secretary-General 	1823
what does Franco become	2194
who was played by Dylan Neal	2456
what is Eaton 	178
what were opposite in the North	3266
what  was opened to the Burmese	741
who was highly skilled in martial arts	3267
what was built on an oil boom	1483
when was A 5,000-seat stadium  constructed	953
whom did Jamie Noble  defeat  	974
where is Co created 	398
What  was held in the EICC.	200
What is F.C.	3268
where does Hayashi work	519
Where are private universities  	659
where can Paeroa be found 	2861
what  is located on the Malay Peninsula	154
who won without difficulty	3269
Where is Jackson	60
to what was Marcus introduced 	345
who do not require therapy	2953
